Rank,Name,W,L,T,PCT
,James Madison,26,26,0,0.5
151,Eastern Ky.,30,31,0,0.492
152,Central Mich.,29,30,1,0.492
153,Houston Christian,29,30,0,0.492
154,Texas Southern,27,28,0,0.491
155,VMI,26,27,0,0.491
156,San Francisco,28,30,0,0.483
,Southern Ill.,28,30,0,0.483
,CSUN,28,30,0,0.483
159,Murray St.,27,29,0,0.482
,Alabama,27,29,0,0.482
161,Southern California,26,28,0,0.481
,Milwaukee,26,28,0,0.481
,FIU,26,28,0,0.481
164,Western Mich.,23,25,0,0.479
165,New Orleans,29,32,0,0.475
166,San Jose St.,27,30,0,0.474
,Long Beach St.,27,30,0,0.474
,Kansas,27,30,0,0.474
,Southeast Mo. St.,27,30,0,0.474
170,Georgia St.,26,29,0,0.473
,Oregon,26,29,0,0.473
172,Manhattan,25,28,0,0.472
173,Rhode Island,24,27,0,0.471
,Niagara,24,27,0,0.471
175,NJIT,22,25,0,0.468
176,Nicholls,28,32,0,0.467
,Coppin St.,21,24,0,0.467
178,Quinnipiac,26,30,0,0.464
179,UMass Lowell,25,29,0,0.463
180,Nebraska,24,28,0,0.462
,Furman,24,28,0,0.462
182,Rice,26,31,2,0.458
183,Hartford,26,31,0,0.456
184,Florida A&M,25,30,0,0.455
,Georgetown,25,30,0,0.455
,LMU (CA),25,30,0,0.455
,Kennesaw St.,25,30,0,0.455
188,USC Upstate,23,28,1,0.452
189,Lehigh,22,27,0,0.449
190,Winthrop,25,31,0,0.446
191,Notre Dame,24,30,0,0.444
,Maryland,24,30,0,0.444
,Air Force,24,30,0,0.444
,Ark.-Pine Bluff,20,25,0,0.444
,Lipscomb,24,30,0,0.444
196,BYU,22,28,0,0.44
197,Radford,25,32,0,0.439
,Wake Forest,25,32,0,0.439
199,Dartmouth,17,22,1,0.438
,Saint Joseph's,21,27,0,0.438
201,Portland,23,30,0,0.434
202,UMBC,22,29,0,0.431
,Fairfield,22,29,0,0.431
,Pacific,22,29,0,0.431
205,McNeese,25,33,0,0.431
,Tulane,25,33,0,0.431
207,Eastern Ill.,23,31,0,0.426
,Kansas St.,23,31,0,0.426
,UTRGV,23,31,0,0.426
,ULM,23,31,0,0.426
211,Illinois St.,22,30,0,0.423
212,Arizona St.,23,32,0,0.418
,San Diego,23,32,0,0.418
214,UAlbany,20,28,0,0.417
215,Bethune-Cookman,24,34,0,0.414
216,Dayton,21,31,0,0.404
,Western Ky.,21,31,0,0.404
218,Toledo,22,33,0,0.4
,Columbia,20,30,0,0.4
,Holy Cross,18,27,0,0.4
221,Ohio,21,32,0,0.396
222,Eastern Mich.,22,34,0,0.393
,Penn,16,25,1,0.393
224,Cornell,14,22,1,0.392
225,Central Conn. St.,18,28,0,0.391
226,Abilene Christian,21,33,0,0.389
,Mount St. Mary's,21,33,0,0.389
,Virginia Tech,21,33,0,0.389
,UAB,21,33,0,0.389
,Bucknell,17,27,1,0.389
231,Norfolk St.,19,30,0,0.388
232,UT Arlington,22,35,0,0.386
233,Michigan St.,20,32,0,0.385
,Arkansas St.,20,32,0,0.385
235,Marshall,19,31,0,0.38
236,New Mexico,20,33,1,0.38
237,Binghamton,18,30,1,0.378
238,Siena,21,35,0,0.375
239,Maine,20,34,0,0.37
240,CSU Bakersfield,21,36,0,0.368
241,UC Riverside,19,33,0,0.365
242,Xavier,20,35,0,0.364
243,South Dakota St.,18,32,0,0.36
244,The Citadel,19,34,0,0.358
,Valparaiso,19,34,0,0.358
246,NIU,20,36,0,0.357
,Memphis,20,36,0,0.357
248,Western Ill.,17,31,0,0.354
249,Charleston So.,19,35,0,0.352
250,Boston College,17,32,0,0.347
,Northwestern,17,32,0,0.347
252,Lamar University,19,36,0,0.345
,Belmont,19,36,0,0.345
254,Massachusetts,15,29,0,0.341
255,Iona,16,31,0,0.34
256,UC Davis,18,35,0,0.34
257,App State,18,36,0,0.333
258,Washington St.,16,33,1,0.33
259,Sacred Heart,17,35,0,0.327
260,Lafayette,16,34,1,0.324
261,Youngstown St.,18,38,0,0.321
262,SFA,17,36,0,0.321
263,Oakland,15,32,0,0.319
264,Longwood,17,38,0,0.309
265,Penn St.,15,34,0,0.306
266,Omaha,15,35,0,0.3
267,Brown,11,26,0,0.297
268,Utah,16,39,0,0.291
269,SIUE,15,37,0,0.288
,Old Dominion,15,37,0,0.288
,Utah Valley,15,37,0,0.288
272,Presbyterian,15,39,0,0.278
,William & Mary,15,39,0,0.278
274,Princeton,10,27,0,0.27
275,Northern Ky.,14,39,0,0.264
276,Prairie View,14,40,0,0.259
277,Rider,12,35,0,0.255
278,UNC Asheville,13,38,0,0.255
279,La Salle,14,41,0,0.255
280,Alcorn,13,39,0,0.25
281,Alabama A&M,12,37,0,0.245
282,Chicago St.,13,41,0,0.241
283,Mississippi Val.,11,35,0,0.239
284,Towson,13,42,0,0.236
285,Evansville,12,39,0,0.235
286,St. Bonaventure,10,33,0,0.233
287,Purdue Fort Wayne,11,37,0,0.229
288,UMES,12,41,0,0.226
289,Bowling Green,11,39,0,0.22
290,UT Martin,11,40,0,0.216
291,Southern U.,9,33,0,0.214
292,FDU,10,37,0,0.213
293,Delaware St.,9,35,0,0.205
294,Western Caro.,11,47,0,0.19
295,Villanova,9,39,0,0.188
296,Savannah St.,7,34,0,0.171
297,Saint Peter's,2,42,0,0.045
