Player,UPID,Team,Season,Age,Age_Bin,Has_Prior_Data,Prior_PA,Obs_2026_PA,Changed_Team,K%_mean,K%_std,K%_p25,K%_p75,BB%_mean,BB%_std,BB%_p25,BB%_p75,ISO_mean,ISO_std,ISO_p25,ISO_p75,BABIP_mean,BABIP_std,BABIP_p25,BABIP_p75,K%_p10,K%_p90,K%_p5,K%_p95,BB%_p10,BB%_p90,BB%_p5,BB%_p95,ISO_p10,ISO_p90,ISO_p5,ISO_p95,BABIP_p10,BABIP_p90,BABIP_p5,BABIP_p95
Keldrin Rodriguez,sa3071144,TOW,2026,,21,True,23.0,23.0,False,0.24841701569214855,0.09275755077683843,0.18042001441225486,0.3077547845904317,0.07546161504782982,0.06387449302951806,0.02752857516892201,0.10591043393398747,0.15467477414717373,0.02657493336535455,0.1367502539800982,0.17259929431424925,0.34006666504779753,0.016614158564188495,0.32886058538811996,0.3512727447074751,0.1344542410106773,0.3734996176116911,0.11073580757580281,0.4143011898386272,0.011760663757862805,0.16294722947682064,0.006431590903614961,0.202947039890004,0.12061762668856017,0.18873192160578728,0.11096289861517661,0.19838664967917086,0.31877476412965555,0.3613585659659395,0.31273880607474525,0.3673945240208498
Chandler Murray,sa3070843,KSU,2026,20.0,<=20,True,9.0,9.0,False,0.24245134433470256,0.12921746644003526,0.14360004092859235,0.3234767242441711,0.11465590940115791,0.09606339376613918,0.04121775262895672,0.1628416609139462,0.14986414718950164,0.02657493336535455,0.13193962702242612,0.16778866735657716,0.3026791387291684,0.016614158564188495,0.29147305906949084,0.313885218388846,0.08816883890989403,0.4218575957610678,0.0630570777607453,0.48251524767724047,0.016986249995734858,0.2487595195325254,0.009014949377130063,0.3071190682910169,0.11580699973088808,0.18392129464811519,0.10615227165750452,0.19357602272149876,0.2813872378110264,0.3239710396473104,0.2753512797561161,0.3300069977022207
Ryder Manale,sa3070662,SEA,2026,,21,True,25.0,25.0,False,0.23921325706013244,0.08800151708238135,0.17482637845947344,0.2953322668072279,0.10281072952181189,0.07061149260145731,0.04941742343686681,0.1406505242792614,0.16164092505735686,0.02657493336535455,0.14371640489028134,0.17956544522443238,0.34120513386661616,0.016614158564188495,0.3299990542069386,0.35241121352629373,0.13123934931760772,0.35773563116477486,0.10867064384019731,0.3966020370730401,0.02640884949626996,0.19991517997086614,0.017123205894690477,0.24000128201728294,0.1275837775987433,0.19569807251597043,0.11792904952535974,0.20535280058935398,0.3199132329484742,0.36249703478475814,0.3138772748935639,0.36853299283966845
Aaron Moffitt,sa3060065,TNTC,2026,,21,True,48.0,11.0,False,0.16270594662675444,0.05551745915085321,0.12245714096865264,0.19735375319954282,0.11905718443078414,0.055057135658190086,0.07836869704286784,0.15169787561653675,0.13329497678669666,0.020503006216467883,0.11946590924548253,0.1471240443279108,0.3162705198746289,0.016614158564188495,0.3050644402149513,0.32747659953430647,0.09529315488264715,0.23701638437952358,0.08103030894958675,0.2622695081804476,0.054610351449401254,0.19358450667906238,0.04302259866670382,0.22099806406600814,0.10701931707161158,0.15957063650178174,0.09957053264813089,0.16701942092526245,0.2949786189564869,0.3375624207927709,0.2889426609015766,0.3435983788476812
Ashton Seymore,sa3065409,GTWN,2026,,21,True,78.0,16.0,False,0.20269865446494112,0.04764273497427769,0.16893060002802604,0.23340813021253565,0.10282264803521443,0.04073297655768525,0.07307501863567463,0.12736800166091677,0.17813288867354568,0.01608388135155137,0.16728447555855439,0.18898130178853698,0.30566697658296627,0.014021510357436614,0.29620961156460707,0.31512434160132546,0.14348720063834502,0.2656094552131998,0.1293915160808735,0.2856922569426858,0.05447512912936376,0.1575446846635211,0.04501579413630479,0.1772049652412465,0.15752056534743142,0.19874521199965994,0.15167725809698926,0.2045885192501021,0.28769768803309353,0.323636265132839,0.282603644416199,0.3287303087497335
Xander McAfee,sa3059951,UTA,2026,,21,True,235.0,33.0,False,0.20499970315531035,0.027693687950318634,0.18579317942586226,0.22319457157885297,0.08020414650658338,0.021112766056876824,0.06513962214134685,0.09342601796901662,0.19943794621362662,0.009266254646950507,0.19318795243155168,0.20568793999570156,0.3508095822694619,0.00807808032570009,0.3453609998885166,0.3562581646504072,0.17010695017188043,0.2410949904128026,0.16107612555621514,0.2521014298687826,0.05442747397401395,0.1081828361941998,0.048602527761688406,0.11760883562117404,0.18756276306409228,0.21131312936316096,0.18419631364933414,0.2146795787779191,0.34045710578146593,0.3611620587574579,0.33752232254692877,0.36409684199199505
Nick Griffith,sa3070224,MORE,2026,,21,True,24.0,24.0,False,0.17449746741572697,0.07983614338884748,0.11517840400589086,0.22314899804813437,0.08924666187980085,0.06757504992291918,0.03821952010833391,0.12374240368827619,0.1277460258007184,0.02657493336535455,0.10982150563364289,0.1456705459677939,0.3152765379894129,0.016614158564188495,0.30407045832973534,0.3264826176490905,0.0796492097896003,0.28306157690772943,0.062312416629474836,0.3214459803505634,0.018600760671761505,0.18211684314536244,0.011238992944709111,0.222240102190164,0.09368887834210483,0.16180317325933197,0.08403415026872127,0.17145790133271552,0.2939846370712709,0.3365684389075549,0.2879486790163606,0.3426043969624652
Sean Camacho,sa3028296,SIE,2026,,21,True,72.0,3.0,False,0.14204391512366585,0.04303590098460043,0.11109592752354279,0.1690157839307922,0.14618392007696168,0.04927769749675403,0.11050588759812748,0.17682210020352854,0.15848892032007464,0.016740634474485937,0.1471975339552547,0.16978030668489458,0.3373451475818831,0.014594050686119011,0.32750160998025374,0.3471886851835125,0.08956023005979294,0.19935685024672317,0.07803495526732254,0.21866967579670762,0.08646066403699745,0.21208007758399539,0.07381357579496235,0.23460921312235092,0.13703493400108727,0.179942906639062,0.1309530269872476,0.1860248136529017,0.31864211907745005,0.35604817608631617,0.31334007037890665,0.36135022478485956
Sean Stephenson,sa3060667,IONA,2026,22.0,22,True,237.0,3.0,False,0.15483947077960855,0.024711514152784764,0.13758777425818958,0.17091816756346837,0.09319274643239452,0.02250196162739548,0.07720287327075677,0.10741033602355793,0.17358335794263832,0.009227073690703629,0.1673597913139548,0.17980692457132186,0.3505208166505695,0.008043923384858388,0.34509527277611995,0.35594636052501905,0.12389841618619135,0.18717536513965316,0.11610445614319218,0.19726013920956414,0.06555833603778366,0.12294342268809708,0.0591616476660474,0.1328032753936906,0.1617583872089217,0.18540832867635496,0.15840617231633594,0.1887605435689407,0.3402121140435834,0.3608295192575556,0.33728974009606544,0.36375189320507356
Austin Cannon,sa3065265,RID,2026,,21,True,3.0,3.0,False,0.21078647826406732,0.12297654574795931,0.11624654187996866,0.28544151159542563,0.1498770051625649,0.10762472193441659,0.06690224003885993,0.20931296188861323,0.16511971668973324,0.02657493336535455,0.14719519652265772,0.18304423685680876,0.3155420129133966,0.016614158564188495,0.30433593325371905,0.3267480925730742,0.0674465056658685,0.382249931839219,0.04629940977468173,0.44305830270604635,0.03280445417510043,0.3005915731335259,0.019874791383565342,0.360492100006611,0.1310625692311197,0.1991768641483468,0.12140784115773612,0.20883159222173037,0.29425011199525464,0.3368339138315386,0.28821415394034433,0.3428698718864489
