Season,Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS,K%,BB%,K:BB,ISO,BABIP,wOBA,wRC,wRAA,wRC+,GB%,LD%,FB%,PU%,HR/FB%
2025,Jack Arcamone,Richmond,SO,DH,0.355,0.463,0.675,1.138,52,242,197,58,70,22,1,13,62,4,38,57,1,1,23.6%,15.7%,1.5,0.32,0.438,0.495,60,22,158,33.1%,21.8%,45.1%,6.3%,20.3%
2025,Jack Bell,TCU,SO,3B,0.259,0.376,0.453,0.83,50,170,139,33,36,6,3,5,31,2,26,43,3,3,25.3%,15.3%,1.65,0.194,0.33,0.379,26,0,99,37.8%,20.4%,41.8%,8.2%,12.2%
2025,Jack Bello,Butler,JR,1B,0.361,0.399,0.577,0.976,49,213,194,29,70,17,2,7,45,8,7,46,2,0,21.6%,3.3%,6.55,0.216,0.434,0.429,41,8,125,33.8%,24.5%,41.7%,6.6%,11.1%
2025,Jack Beverly,Massachusetts,SR,3B,0.265,0.403,0.476,0.879,47,213,166,35,44,11,0,8,39,4,37,52,2,0,24.4%,17.4%,1.4,0.211,0.327,0.401,37,3,110,36.8%,16.2%,47.0%,12.0%,14.5%
2025,Jack Cannizzaro,James Madison,JR,C,0.198,0.298,0.24,0.538,46,149,121,12,24,5,0,0,13,2,16,19,6,2,12.8%,10.7%,1.2,0.041,0.231,0.269,10,-13,42,53.4%,15.5%,31.1%,8.7%,0.0%
2025,Jack Cannon,Le Moyne,SO,LF,0.273,0.369,0.482,0.851,38,169,139,29,38,9,1,6,35,3,21,44,22,5,26.0%,12.4%,2.1,0.209,0.34,0.381,26,0,100,38.9%,12.6%,48.4%,6.3%,13.0%
2025,Jack Collins,Cal Poly,JR,C,0.278,0.38,0.521,0.901,62,281,234,47,65,16,1,13,59,6,35,69,1,0,24.6%,12.5%,1.97,0.244,0.333,0.399,48,4,109,25.7%,19.8%,54.5%,13.8%,14.3%
2025,Jack Cotrone,Davidson,SR,SS,0.251,0.385,0.477,0.862,54,239,195,42,49,8,0,12,43,18,25,78,0,1,32.6%,10.5%,3.1,0.226,0.349,0.394,40,2,107,48.7%,16.0%,35.3%,5.0%,28.6%
2025,Jack Dauer,Yale,FR,3B,0.306,0.371,0.468,0.839,45,199,173,27,53,7,3,5,39,2,18,33,10,1,16.6%,9.0%,1.84,0.162,0.345,0.379,31,0,99,37.5%,25.0%,37.5%,9.7%,9.3%
2025,Jack Doyle,Northeastern,SR,3B,0.268,0.4,0.425,0.825,46,190,153,36,41,6,0,6,24,10,25,25,16,3,13.2%,13.2%,1.0,0.157,0.282,0.384,30,0,102,46.5%,14.7%,38.8%,6.2%,12.0%
2025,Jack Goodman,Northeastern,JR,SS,0.335,0.406,0.547,0.953,53,234,203,44,68,11,1,10,51,1,26,49,20,9,20.9%,11.1%,1.88,0.212,0.392,0.423,44,8,122,46.4%,19.6%,34.0%,5.9%,19.2%
2025,Jack Gurevitch,San Diego,JR,1B,0.371,0.477,0.681,1.158,56,277,229,56,85,16,2,17,56,12,35,43,5,3,15.5%,12.6%,1.23,0.31,0.4,0.502,70,27,162,46.5%,15.7%,37.8%,2.2%,24.3%
2025,Jack Herring,East Carolina,JR,RF,0.302,0.391,0.453,0.845,50,163,139,20,42,6,0,5,28,4,17,20,3,0,12.3%,10.4%,1.18,0.151,0.322,0.389,26,1,104,54.2%,15.8%,30.0%,0.8%,13.9%
2025,Jack Holman,UC Santa Barbara,SR,1B,0.235,0.373,0.471,0.844,45,209,170,41,40,11,1,9,33,9,29,30,5,2,14.4%,13.9%,1.04,0.235,0.235,0.384,33,0,101,35.2%,18.3%,46.5%,9.2%,13.6%
2025,Jack Hopko,Rhode Island,JR,DH,0.339,0.444,0.604,1.048,59,279,227,59,77,8,2,16,83,4,42,42,8,3,15.1%,15.1%,1.0,0.264,0.353,0.458,61,17,139,47.6%,16.4%,36.0%,2.6%,23.5%
2025,Jack Kail,Columbia,JR,2B,0.312,0.372,0.508,0.879,49,228,199,44,62,14,2,7,45,4,18,18,7,1,7.9%,7.9%,1.0,0.196,0.307,0.392,38,2,106,40.0%,18.4%,41.6%,5.9%,9.1%
2025,Jack Lausch,Northwestern,JR,CF,0.268,0.345,0.45,0.794,44,177,149,30,40,9,0,6,28,6,14,56,5,2,31.6%,7.9%,4.0,0.181,0.37,0.358,24,-3,88,29.2%,22.9%,47.9%,7.3%,13.0%
2025,Jack Little,Baylor,SO,1B,0.219,0.337,0.387,0.724,46,187,155,34,34,8,0,6,30,4,24,57,6,3,30.5%,12.8%,2.38,0.168,0.301,0.338,23,-6,78,43.6%,10.6%,45.7%,10.6%,14.0%
2025,Jack Mislan,Lafayette,FR,LF,0.261,0.333,0.455,0.788,45,188,165,26,43,6,1,8,36,7,12,54,3,2,28.7%,6.4%,4.48,0.194,0.333,0.355,25,-4,86,35.7%,19.6%,44.6%,12.5%,16.0%
2025,Jack Moroknek,Butler,JR,RF,0.372,0.443,0.702,1.145,54,253,218,57,81,16,1,18,57,5,26,41,2,1,16.2%,10.3%,1.57,0.33,0.387,0.488,61,22,155,45.5%,11.2%,43.3%,8.4%,23.4%
2025,Jack Natili,Cincinnati,SO,C,0.338,0.451,0.556,1.006,54,244,198,36,67,14,1,9,53,13,30,53,4,0,21.7%,12.3%,1.76,0.217,0.417,0.452,52,14,137,43.8%,20.5%,35.6%,2.7%,17.3%
2025,Jack Poist,Akron,SR,LF,0.271,0.395,0.427,0.822,50,235,192,41,52,14,2,4,35,12,28,31,18,3,13.2%,11.9%,1.11,0.156,0.304,0.385,37,1,102,43.6%,14.7%,41.7%,4.5%,6.2%
2025,Jack Porter,Penn State,SO,DH,0.31,0.408,0.549,0.957,47,218,184,44,57,14,0,10,38,12,20,42,6,1,19.3%,9.2%,2.1,0.239,0.351,0.428,42,8,124,38.5%,14.7%,46.9%,8.4%,14.9%
2025,Jack Power,Long Island,SR,1B,0.273,0.418,0.551,0.969,58,264,205,45,56,12,0,15,49,14,40,43,5,3,16.3%,15.2%,1.07,0.278,0.272,0.428,51,10,124,37.3%,13.9%,48.7%,8.2%,19.5%
2025,Jack Quinlan,Army,JR,C,0.319,0.449,0.533,0.982,40,168,135,22,43,12,1,5,32,15,17,32,1,1,19.0%,10.1%,1.88,0.215,0.388,0.45,36,9,136,46.1%,14.7%,39.2%,5.9%,12.5%
2025,Jack Rickheim,Harvard,SO,SS,0.276,0.372,0.365,0.737,42,184,156,23,43,9,1,1,24,4,21,28,6,1,15.2%,11.4%,1.33,0.09,0.326,0.351,24,-4,84,37.5%,20.3%,42.2%,13.3%,1.9%
2025,Jack Schark,Oral Roberts,SR,2B,0.302,0.395,0.491,0.886,59,261,222,48,67,13,1,9,40,11,24,36,3,2,13.8%,9.2%,1.5,0.189,0.326,0.404,45,5,112,36.4%,17.0%,46.6%,6.3%,11.0%
2025,Jack Spyke,Western Carolina,SR,C,0.34,0.431,0.56,0.991,53,226,191,47,65,19,1,7,41,3,29,29,1,0,12.8%,12.8%,1.0,0.22,0.369,0.445,47,12,133,40.7%,16.7%,42.6%,3.7%,10.1%
2025,Jack Thorbahn,Stonehill,GR,1B,0.324,0.471,0.644,1.114,52,241,188,54,61,12,0,16,42,9,43,51,1,0,21.2%,17.8%,1.19,0.319,0.372,0.49,59,21,156,33.8%,18.0%,48.1%,7.5%,25.0%
2025,Jack Toomey,Boston College,JR,RF,0.261,0.376,0.382,0.758,57,254,207,46,54,8,1,5,35,8,32,52,9,2,20.5%,12.6%,1.63,0.121,0.32,0.357,35,-5,88,50.6%,16.2%,33.1%,3.9%,9.8%
2025,Jack Walker,Houston Christian,JR,LF,0.312,0.402,0.376,0.777,56,245,205,35,64,13,0,0,32,7,25,36,7,1,14.7%,10.2%,1.44,0.063,0.374,0.372,36,-2,95,56.0%,19.6%,24.4%,1.8%,0.0%
2025,Jack Winnay,Wake Forest,JR,1B,0.296,0.416,0.571,0.987,60,282,226,55,67,13,2,15,65,14,36,48,7,0,17.0%,12.8%,1.33,0.274,0.31,0.437,57,13,128,30.8%,17.6%,51.6%,13.7%,16.0%
2025,Jack Witmer,West Georgia,SR,LF,0.27,0.322,0.292,0.614,42,153,137,24,37,3,0,0,8,3,8,32,13,1,20.9%,5.2%,4.02,0.022,0.349,0.295,13,-11,56,46.9%,21.4%,31.6%,7.1%,0.0%
2025,Jack Zebig,Illinois,JR,SS,0.303,0.409,0.483,0.893,54,254,211,45,64,10,2,8,47,5,35,38,4,0,15.0%,13.8%,1.09,0.18,0.333,0.406,45,5,113,49.1%,18.7%,32.2%,1.2%,14.5%
2025,Jackson Alford,Elon,JR,LF,0.283,0.374,0.451,0.825,57,271,233,62,66,14,2,7,27,4,31,59,11,5,21.8%,11.4%,1.91,0.167,0.349,0.378,42,-1,98,48.0%,8.2%,43.9%,6.4%,9.3%
2025,Jackson Bessette,Illinois-Chicago,JR,C,0.243,0.403,0.485,0.888,49,218,169,39,41,6,4,9,35,12,34,46,3,1,21.1%,15.6%,1.35,0.243,0.278,0.404,38,4,112,30.9%,17.9%,51.2%,8.1%,14.3%
2025,Jackson Cauthron,Ohio,SR,C,0.277,0.394,0.469,0.863,49,214,177,38,49,11,1,7,19,15,20,41,5,1,19.2%,9.3%,2.06,0.192,0.323,0.396,36,3,108,33.1%,15.8%,51.1%,7.5%,10.3%
2025,Jackson Chirello,Kennesaw State,JR,RF,0.265,0.401,0.458,0.859,44,193,155,24,41,13,1,5,25,5,31,58,2,2,30.1%,16.1%,1.87,0.194,0.387,0.398,33,3,109,24.7%,30.9%,45.4%,6.2%,11.4%
2025,Jackson Freeman,Northwestern,SO,RF,0.255,0.355,0.425,0.78,52,231,200,32,51,14,1,6,40,6,25,37,4,1,16.0%,10.8%,1.48,0.17,0.287,0.361,32,-4,90,43.2%,13.6%,43.2%,12.3%,8.6%
2025,Jackson Green,Tennessee Tech,SR,CF,0.319,0.448,0.521,0.97,50,208,163,45,52,8,2,7,33,3,36,49,19,0,23.6%,17.3%,1.36,0.202,0.417,0.442,43,10,131,30.1%,19.5%,50.4%,8.0%,12.3%
2025,Jackson Halter,Marshall,SR,RF,0.284,0.384,0.401,0.785,58,260,222,41,63,15,1,3,29,7,29,37,17,1,14.2%,11.2%,1.27,0.117,0.33,0.371,38,-2,95,56.5%,13.0%,30.4%,4.3%,5.4%
2025,Jackson Harris,Samford,SO,1B,0.332,0.402,0.477,0.878,53,244,214,44,71,16,0,5,46,11,16,30,3,2,12.3%,6.6%,1.86,0.145,0.363,0.402,42,4,111,56.8%,12.4%,30.8%,4.9%,8.8%
2025,Jackson Hauge,Kansas,GR,DH,0.294,0.383,0.601,0.984,59,278,238,46,70,13,0,20,70,4,32,56,0,0,20.1%,11.5%,1.75,0.307,0.303,0.426,53,10,123,40.8%,17.4%,41.8%,7.6%,26.0%
2025,Jackson Hotchkiss,Washington,FR,RF,0.241,0.372,0.42,0.792,51,199,162,33,39,11,0,6,26,4,31,47,9,4,23.6%,15.6%,1.51,0.179,0.297,0.368,29,-2,93,35.1%,13.5%,51.4%,10.8%,10.5%
2025,Jackson Hower,Dartmouth,SR,RF,0.218,0.301,0.328,0.628,32,133,119,11,26,5,1,2,14,10,4,24,6,3,18.0%,3.0%,6.0,0.109,0.258,0.299,12,-9,58,52.2%,18.5%,29.3%,8.7%,7.4%
2025,Jackson Hugus,Presbyterian,SR,C,0.271,0.455,0.375,0.83,41,134,96,18,26,7,0,1,9,13,21,19,1,1,14.2%,15.7%,0.9,0.104,0.321,0.409,24,3,114,33.3%,24.4%,42.3%,5.1%,3.0%
2025,Jackson Lovich,Missouri,JR,SS,0.357,0.43,0.622,1.052,51,216,185,39,66,7,3,12,51,6,20,52,7,0,24.1%,9.3%,2.59,0.265,0.435,0.458,47,13,140,51.9%,17.3%,30.8%,3.0%,29.3%
2025,Jackson Mayo,South Florida,SR,LF,0.233,0.333,0.415,0.748,55,226,193,39,45,8,3,7,31,3,27,50,12,2,22.1%,11.9%,1.86,0.181,0.275,0.341,28,-7,79,35.9%,13.4%,50.7%,14.8%,9.7%
2025,Jackson Melton,High Point,GR,2B,0.346,0.456,0.601,1.057,51,238,188,53,65,14,2,10,54,10,33,42,9,5,17.6%,13.9%,1.27,0.255,0.387,0.466,53,16,144,28.2%,24.8%,47.0%,8.7%,14.3%
2025,Jackson Micheels,Purdue Fort Wayne,SR,RF,0.265,0.35,0.402,0.752,52,221,189,27,50,14,0,4,33,5,22,60,1,0,27.1%,10.0%,2.71,0.138,0.357,0.346,28,-6,82,34.8%,24.2%,40.9%,7.6%,7.4%
2025,Jackson Smith,Bradley,FR,SS,0.295,0.403,0.423,0.826,39,180,149,33,44,8,1,3,21,7,20,38,11,0,21.1%,11.1%,1.9,0.128,0.38,0.389,29,1,104,50.5%,23.4%,26.2%,2.8%,10.7%
2025,Jackson Smith,Texas A&M-Corpus Christi,JR,DH,0.285,0.401,0.48,0.881,44,152,123,22,35,6,0,6,26,2,24,33,2,0,21.7%,15.8%,1.37,0.195,0.333,0.4,26,2,110,38.0%,23.9%,38.0%,8.7%,17.1%
2025,Jackson Taylor,Indiana State,JR,2B,0.304,0.432,0.419,0.851,48,188,148,32,45,11,3,0,18,9,25,18,7,4,9.6%,13.3%,0.72,0.115,0.344,0.406,33,4,113,51.6%,12.5%,35.9%,3.9%,0.0%
2025,Jackson Thompson,Campbell,JR,C,0.273,0.449,0.379,0.828,48,178,132,34,36,5,0,3,25,14,29,22,4,2,12.4%,16.3%,0.76,0.106,0.306,0.406,31,3,113,46.7%,20.0%,33.3%,4.8%,8.6%
2025,Jackson Trout,Omaha,SR,RF,0.328,0.404,0.451,0.855,50,235,204,39,67,8,1,5,37,12,16,39,7,2,16.6%,6.8%,2.44,0.123,0.38,0.394,39,2,106,43.5%,19.3%,37.3%,11.2%,8.3%
2025,Jackson Tucker,St. John’s,SR,CF,0.288,0.393,0.354,0.747,53,271,226,67,65,12,0,1,35,4,36,20,39,6,7.4%,13.3%,0.56,0.066,0.311,0.361,38,-4,90,44.6%,14.5%,40.9%,14.5%,1.3%
2025,Jackson Tyer,Delaware,JR,CF,0.247,0.385,0.352,0.737,49,200,162,37,40,9,1,2,21,10,27,39,7,4,19.5%,13.5%,1.44,0.105,0.311,0.359,28,-4,88,43.7%,14.3%,42.0%,8.4%,4.0%
2025,Jackson Van De Brake,North Carolina,SR,2B,0.311,0.402,0.51,0.912,51,236,196,45,61,15,3,6,58,3,30,38,4,0,16.1%,12.7%,1.27,0.199,0.35,0.41,42,6,115,30.4%,17.4%,52.2%,13.0%,7.1%
2025,Jackson Waller,Nevada,JR,CF,0.285,0.324,0.448,0.772,57,258,239,37,68,12,3,7,52,3,12,30,5,1,11.6%,4.7%,2.47,0.163,0.299,0.347,33,-7,82,48.6%,16.8%,34.6%,7.2%,9.7%
2025,Jacob Bowman,West Georgia,JR,SS,0.17,0.247,0.262,0.509,46,162,141,21,24,4,0,3,19,1,14,40,2,0,24.7%,8.6%,2.87,0.092,0.21,0.243,7,-18,29,47.0%,15.0%,38.0%,9.0%,7.9%
2025,Jacob Brooks,Niagara,JR,SS,0.31,0.379,0.452,0.831,45,191,168,36,52,10,1,4,25,9,11,21,12,2,11.0%,5.8%,1.9,0.143,0.331,0.38,30,0,99,49.6%,12.8%,37.6%,9.2%,7.5%
2025,Jacob Dilley,UNC Greensboro,SO,C,0.255,0.356,0.431,0.787,42,181,153,20,39,7,1,6,20,11,14,24,5,0,13.3%,7.7%,1.73,0.176,0.264,0.362,25,-3,90,43.5%,13.7%,42.7%,7.6%,10.7%
2025,Jacob Doyle,Nevada,SO,RF,0.25,0.346,0.505,0.851,53,219,188,41,47,10,1,12,39,8,20,69,11,1,31.5%,9.1%,3.46,0.255,0.324,0.379,34,0,99,30.1%,26.5%,43.4%,14.2%,24.5%
2025,Jacob Ference,Virginia,GR,C,0.333,0.465,0.595,1.06,39,157,126,33,42,6,0,9,29,9,22,34,9,1,21.7%,14.0%,1.55,0.262,0.398,0.472,36,11,147,38.5%,16.5%,45.1%,4.4%,22.0%
2025,Jacob French,California,SO,RF,0.39,0.44,0.564,1.004,53,218,195,34,76,12,5,4,36,12,8,20,2,2,9.2%,3.7%,2.49,0.174,0.414,0.453,47,13,137,49.7%,26.6%,23.7%,2.8%,9.5%
2025,Jacob Humphrey,Vanderbilt,SR,RF,0.279,0.4,0.442,0.842,49,190,154,39,43,5,4,4,22,9,22,39,19,2,20.5%,11.6%,1.77,0.162,0.351,0.393,31,2,106,36.7%,17.4%,45.9%,5.5%,8.0%
2025,Jacob Jarrell,Clemson,JR,C,0.263,0.387,0.515,0.902,59,244,198,45,52,5,0,15,41,8,34,67,0,0,27.5%,13.9%,1.98,0.253,0.311,0.403,42,4,111,41.7%,15.9%,42.4%,4.5%,26.8%
2025,Jacob Krieg,Oregon State,JR,1B,0.245,0.36,0.5,0.86,58,242,200,41,49,9,0,14,37,5,33,79,1,1,32.6%,13.6%,2.4,0.255,0.315,0.381,38,0,100,41.3%,14.3%,44.4%,3.2%,25.0%
2025,Jacob Lee,VCU,FR,C,0.288,0.39,0.62,1.01,53,246,205,44,59,13,2,17,65,10,27,69,4,1,28.0%,11.0%,2.55,0.332,0.341,0.434,49,10,127,23.7%,18.0%,58.3%,10.1%,21.0%
2025,Jacob McCombs,UC Irvine,SO,CF,0.352,0.446,0.635,1.081,58,271,230,61,81,16,5,13,54,28,11,31,1,2,11.4%,4.1%,2.78,0.283,0.366,0.478,63,21,150,40.9%,22.7%,36.4%,4.0%,18.1%
2025,Jacob Orr,Maryland,SR,LF,0.3,0.368,0.512,0.881,52,229,203,45,61,18,2,7,38,2,21,30,1,0,13.1%,9.2%,1.42,0.212,0.321,0.394,38,2,107,47.4%,15.8%,36.8%,10.5%,11.1%
2025,Jacob Pipercic,Long Island,GR,RF,0.291,0.41,0.529,0.94,49,229,189,54,55,12,6,7,41,13,26,44,31,3,19.2%,11.4%,1.68,0.238,0.345,0.425,44,8,123,31.0%,23.0%,46.0%,7.9%,12.1%
2025,Jacob Sanchez,UT Rio Grande Valley,GR,1B,0.327,0.437,0.485,0.922,52,241,196,50,64,7,0,8,31,10,30,33,4,0,13.7%,12.4%,1.1,0.158,0.357,0.425,46,8,122,35.4%,27.4%,37.2%,7.3%,13.1%
2025,Jacob Schroeder,Illinois,GR,C,0.267,0.389,0.57,0.959,42,163,135,26,36,6,1,11,23,9,18,41,4,2,25.2%,11.0%,2.29,0.304,0.301,0.424,31,6,122,42.4%,14.1%,43.5%,8.7%,27.5%
2025,Jacob Tobias,Arizona State,SR,1B,0.304,0.38,0.498,0.878,60,276,237,42,72,22,0,8,49,6,27,33,3,1,12.0%,9.8%,1.22,0.194,0.317,0.395,46,3,107,40.5%,19.0%,40.5%,4.3%,9.4%
2025,Jacob Tobias,Lipscomb,SO,RF,0.239,0.344,0.418,0.762,45,157,134,17,32,8,2,4,21,3,19,36,5,0,22.9%,12.1%,1.89,0.179,0.295,0.349,20,-4,83,32.3%,18.2%,49.5%,17.2%,8.2%
2025,Jacob Walsh,Oregon,SR,1B,0.332,0.435,0.651,1.086,58,276,232,54,77,17,0,19,60,7,36,50,8,0,18.1%,13.0%,1.39,0.319,0.354,0.473,63,20,147,39.9%,15.8%,44.3%,7.1%,23.5%
2025,Jacoby Radcliffe,Southern,JR,CF,0.346,0.497,0.569,1.066,43,175,130,48,45,3,4,6,28,13,27,27,34,9,15.4%,15.4%,1.0,0.223,0.398,0.484,42,14,153,45.3%,8.1%,46.5%,8.1%,15.0%
2025,Jaden Bastian,Jacksonville,SO,CF,0.302,0.433,0.552,0.985,55,261,212,60,64,10,5,11,33,10,39,49,36,4,18.8%,14.9%,1.26,0.25,0.349,0.442,53,13,131,48.8%,11.3%,40.0%,6.3%,17.2%
2025,Jaden Collura,Nicholls,JR,DH,0.319,0.45,0.434,0.883,49,209,166,29,53,10,0,3,31,8,33,20,2,1,9.6%,15.8%,0.61,0.114,0.345,0.418,39,6,119,41.4%,24.8%,33.8%,1.4%,6.1%
2025,Jaden Flores,Texas Southern,FR,3B,0.259,0.398,0.511,0.91,51,216,174,48,45,10,2,10,43,11,30,39,18,1,18.1%,13.9%,1.3,0.253,0.278,0.412,39,5,116,29.8%,16.9%,53.2%,12.9%,15.2%
2025,Jaden Gustafson,Wichita State,JR,LF,0.303,0.396,0.438,0.834,54,209,178,34,54,9,3,3,26,5,23,28,2,0,13.4%,11.0%,1.22,0.135,0.345,0.386,33,1,103,40.3%,24.8%,34.9%,3.4%,5.8%
2025,Jaden Jones,Texas Southern,GR,2B,0.347,0.432,0.45,0.882,52,241,202,39,70,9,0,4,46,7,27,24,6,2,10.0%,11.2%,0.89,0.104,0.369,0.408,43,5,114,47.7%,22.1%,30.2%,3.5%,7.7%
2025,Jaden Sheffield,Georgetown,SR,DH,0.256,0.333,0.333,0.667,44,157,129,16,33,7,0,1,23,5,12,40,3,3,25.5%,7.6%,3.36,0.078,0.348,0.316,16,-8,66,50.0%,14.1%,35.9%,9.8%,3.0%
2025,Jae Williams,Georgia State,SO,CF,0.27,0.422,0.409,0.83,55,206,159,33,43,11,1,3,26,7,36,28,4,5,13.6%,17.5%,0.78,0.138,0.308,0.396,35,2,108,46.6%,15.3%,38.2%,13.0%,6.0%
2025,Jae'dan Carter,Longwood,FR,C,0.276,0.454,0.379,0.833,46,199,145,26,40,7,1,2,22,4,44,49,8,1,24.6%,22.1%,1.11,0.103,0.4,0.407,35,4,113,53.1%,12.5%,34.4%,4.2%,6.1%
2025,Jagger Schattle,Central Arkansas,SR,1B,0.273,0.371,0.357,0.728,46,178,154,18,42,7,0,2,27,3,21,42,1,0,23.6%,11.8%,2.0,0.084,0.364,0.346,23,-5,82,43.8%,20.5%,35.7%,4.5%,5.0%
2025,Jaime Perez,Tarleton,SR,C,0.3,0.417,0.382,0.799,48,215,170,39,51,5,0,3,35,10,27,11,10,2,5.1%,12.6%,0.4,0.082,0.3,0.382,34,0,101,47.2%,15.1%,37.7%,9.4%,5.0%
2025,Jake Altman,Northern Kentucky,SO,3B,0.253,0.351,0.315,0.666,46,174,146,17,37,6,0,1,12,2,20,24,2,0,13.8%,11.5%,1.2,0.062,0.298,0.324,19,-8,70,40.7%,23.7%,35.6%,12.7%,2.4%
2025,Jake Barbour,Queens (NC),SO,2B,0.251,0.317,0.338,0.655,52,228,207,24,52,8,2,2,20,4,16,30,11,1,13.2%,7.0%,1.89,0.087,0.286,0.307,22,-14,62,37.8%,17.4%,44.8%,19.8%,2.6%
2025,Jake Berg,Lipscomb,GR,C,0.278,0.396,0.448,0.844,52,240,194,37,54,10,1,7,33,8,31,25,10,6,10.4%,12.9%,0.81,0.17,0.287,0.391,39,2,105,35.9%,20.6%,43.5%,10.6%,9.5%
2025,Jake Berger,Duke,GR,2B,0.243,0.404,0.432,0.836,61,271,206,47,50,13,1,8,45,9,50,38,3,0,14.0%,18.5%,0.76,0.189,0.255,0.39,44,2,105,33.7%,19.2%,47.1%,10.5%,9.9%
2025,Jake Bold,Princeton,JR,C,0.26,0.435,0.479,0.915,43,193,146,28,38,6,1,8,27,7,39,33,2,2,17.1%,20.2%,0.85,0.219,0.283,0.423,37,6,122,43.5%,11.3%,45.2%,7.8%,15.4%
2025,Jake Brown,California Baptist,SR,1B,0.272,0.39,0.56,0.95,55,238,191,41,52,17,1,12,51,11,29,43,4,2,18.1%,12.2%,1.48,0.288,0.284,0.417,44,7,118,35.5%,11.8%,52.6%,10.5%,15.0%
2025,Jake Brown,LSU,SO,RF,0.32,0.407,0.528,0.935,63,212,178,45,57,9,2,8,48,5,23,34,10,6,16.0%,10.8%,1.48,0.208,0.353,0.419,40,6,120,46.9%,15.2%,37.9%,4.8%,14.5%
2025,Jake Butler,George Mason,SO,3B,0.308,0.411,0.405,0.817,61,290,227,48,70,7,0,5,72,12,34,30,19,3,10.3%,11.7%,0.88,0.097,0.323,0.383,46,0,101,32.5%,22.5%,45.0%,4.7%,5.8%
2025,Jake Casey,Kent State,SR,RF,0.356,0.5,0.736,1.236,56,269,208,74,74,20,4,17,55,23,37,56,20,8,20.8%,13.8%,1.51,0.38,0.422,0.533,75,33,178,32.7%,16.0%,51.3%,6.0%,22.1%
2025,Jake Cook,Southern Miss,SO,CF,0.35,0.436,0.468,0.905,59,284,237,57,83,13,3,3,32,6,31,19,3,5,6.7%,10.9%,0.61,0.118,0.37,0.419,53,9,120,48.8%,18.7%,32.5%,3.9%,4.5%
2025,Jake Haggard,UL Monroe,JR,3B,0.226,0.291,0.348,0.639,46,173,155,20,35,3,2,4,20,1,14,46,2,0,26.6%,8.1%,3.28,0.123,0.29,0.295,15,-12,56,49.1%,21.8%,29.1%,6.4%,12.5%
2025,Jake Hanley,Indiana,FR,1B,0.333,0.429,0.575,1.004,56,260,219,48,73,9,1,14,52,5,33,45,1,0,17.3%,12.7%,1.36,0.242,0.364,0.445,54,13,133,48.3%,15.7%,36.0%,4.1%,22.6%
2025,Jake Harvey,Nevada,JR,C,0.312,0.44,0.388,0.829,49,218,170,40,53,13,0,0,19,5,38,27,3,0,12.4%,17.4%,0.71,0.076,0.358,0.398,37,3,109,46.5%,22.2%,31.3%,2.8%,0.0%
2025,Jake Henry Williams,Arkansas State,SR,LF,0.226,0.276,0.479,0.755,42,157,146,21,33,7,0,10,25,2,8,45,1,1,28.7%,5.1%,5.63,0.253,0.253,0.327,18,-7,72,43.6%,11.9%,44.6%,8.9%,22.2%
2025,Jake Hyde,Duke,GR,1B,0.288,0.403,0.539,0.942,58,269,219,48,63,13,3,12,67,3,42,62,1,0,23.0%,15.6%,1.47,0.251,0.342,0.418,50,8,119,36.0%,15.5%,48.4%,6.2%,15.4%
2025,Jake Jackson,San Diego State,SO,CF,0.249,0.326,0.421,0.747,58,238,209,32,52,16,4,4,31,4,21,54,6,1,22.7%,8.8%,2.58,0.172,0.314,0.34,29,-8,79,38.8%,14.5%,46.7%,7.2%,5.6%
2025,Jake Kendro,Pittsburgh,JR,SS,0.195,0.308,0.305,0.613,45,144,118,19,23,7,0,2,13,7,14,37,3,0,25.7%,9.7%,2.65,0.11,0.253,0.295,13,-10,56,32.1%,17.9%,50.0%,20.5%,5.1%
2025,Jake Kernodle,Princeton,SO,1B,0.213,0.333,0.238,0.571,33,147,122,15,26,3,0,0,11,4,19,33,0,0,22.4%,12.9%,1.74,0.025,0.286,0.291,12,-11,54,68.1%,11.0%,20.9%,3.3%,0.0%
2025,Jake King,Northern Colorado,SR,LF,0.34,0.43,0.456,0.887,51,244,206,35,70,14,2,2,42,3,32,41,2,1,16.8%,13.1%,1.28,0.117,0.41,0.412,44,6,116,43.7%,23.4%,32.9%,5.4%,3.6%
2025,Jake Koonin,Princeton,JR,2B,0.236,0.385,0.46,0.845,43,200,161,30,38,6,3,8,22,10,29,41,10,2,20.5%,14.5%,1.41,0.224,0.268,0.388,32,1,104,31.7%,17.5%,50.8%,12.5%,13.1%
2025,Jake Lambdin,Xavier,SO,3B,0.255,0.395,0.359,0.754,59,278,220,56,56,6,1,5,25,4,49,47,14,1,16.9%,17.6%,0.96,0.105,0.298,0.362,39,-4,90,39.7%,19.0%,41.4%,9.2%,6.9%
2025,Jake Long,Utah,SO,LF,0.263,0.347,0.329,0.676,45,193,167,25,44,8,0,1,22,3,20,34,6,0,17.6%,10.4%,1.69,0.066,0.319,0.324,21,-9,70,50.7%,17.6%,32.4%,3.7%,2.3%
2025,Jake Maddox,Belmont,FR,1B,0.259,0.362,0.367,0.729,46,163,139,21,36,7,1,2,25,2,21,48,3,0,29.4%,12.9%,2.28,0.108,0.378,0.346,21,-5,82,45.3%,25.6%,29.1%,2.3%,8.0%
