Season,Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS,K%,BB%,K:BB,ISO,BABIP,wOBA,wRC,wRAA,wRC+,GB%,LD%,FB%,PU%,HR/FB%
2025,Boston Smith,Wright State,SR,C,0.33,0.498,0.766,1.264,59,282,209,70,69,9,2,26,70,14,57,52,16,7,18.4%,20.2%,0.91,0.435,0.326,0.531,78,34,177,29.2%,18.2%,52.6%,1.9%,32.1%
2025,Boston Torres,VMI,SO,LF,0.337,0.465,0.58,1.045,53,255,193,68,65,14,0,11,67,8,45,37,19,3,14.5%,17.6%,0.82,0.244,0.353,0.463,56,17,142,46.9%,16.9%,36.3%,3.8%,19.0%
2025,Braden Benton,Northwestern State,JR,DH,0.297,0.473,0.572,1.045,51,201,145,32,43,10,0,10,42,6,46,36,0,0,17.9%,22.9%,0.78,0.276,0.32,0.465,45,13,143,34.5%,15.0%,50.4%,8.8%,17.5%
2025,Braden Burress,East Carolina,FR,LF,0.389,0.488,0.498,0.986,58,257,211,55,82,11,0,4,33,11,31,26,18,4,10.1%,12.1%,0.83,0.109,0.429,0.458,56,16,140,46.9%,24.0%,29.1%,1.1%,7.8%
2025,Braden Calise,UCF,JR,3B,0.301,0.406,0.333,0.739,49,223,183,34,55,6,0,0,29,5,28,23,7,2,10.3%,12.6%,0.82,0.033,0.342,0.362,31,-4,90,55.4%,23.6%,21.0%,5.1%,0.0%
2025,Braden Holcomb,Vanderbilt,SO,LF,0.275,0.378,0.503,0.881,49,180,153,32,42,4,2,9,34,5,21,48,2,0,26.7%,11.7%,2.28,0.229,0.34,0.394,30,2,107,45.7%,20.0%,34.3%,1.9%,25.0%
2025,Braden Regala,Abilene Christian,FR,CF,0.295,0.383,0.342,0.725,54,228,193,38,57,6,0,1,24,5,23,47,29,4,20.6%,10.1%,2.04,0.047,0.384,0.35,30,-6,84,57.0%,15.5%,27.5%,2.1%,2.6%
2025,Braden Sullivan,Massachusetts,SO,2B,0.258,0.385,0.4,0.785,44,193,155,29,40,10,0,4,20,11,23,31,5,1,16.1%,11.9%,1.35,0.142,0.293,0.371,29,-2,95,36.3%,16.9%,46.8%,11.3%,6.9%
2025,Bradke Lohry,South Florida,SR,SS,0.23,0.363,0.321,0.684,55,238,196,41,45,7,1,3,25,5,36,47,12,4,19.7%,15.1%,1.3,0.092,0.288,0.335,28,-9,76,32.9%,16.4%,50.7%,11.6%,4.1%
2025,Bradley Frye,Mercer,SR,SS,0.337,0.393,0.552,0.944,59,276,252,43,85,18,0,12,54,5,18,45,16,1,16.3%,6.5%,2.51,0.214,0.374,0.42,52,9,120,39.3%,22.3%,38.3%,4.9%,15.2%
2025,Bradley Garner,VMI,SO,RF,0.389,0.494,0.672,1.166,52,250,198,62,77,20,3,10,59,5,40,39,23,4,15.6%,16.0%,0.98,0.283,0.438,0.511,65,26,167,37.0%,21.2%,41.8%,11.0%,16.4%
2025,Brady Ballinger,Kansas,SO,1B,0.353,0.495,0.67,1.164,58,289,224,71,79,21,1,16,56,8,56,44,0,0,15.2%,19.4%,0.78,0.317,0.382,0.508,75,29,165,32.6%,22.1%,45.3%,3.3%,19.5%
2025,Brady Bean,Portland,JR,RF,0.31,0.41,0.493,0.903,52,252,213,41,66,12,0,9,48,7,30,39,11,2,15.5%,11.9%,1.3,0.183,0.343,0.413,46,6,116,44.8%,16.3%,39.0%,7.6%,13.4%
2025,Brady Browning,North Florida,SR,3B,0.22,0.366,0.331,0.697,46,167,127,21,28,5,0,3,15,10,21,35,5,4,21.0%,12.6%,1.67,0.11,0.272,0.34,21,-5,79,33.7%,20.0%,46.3%,11.6%,6.8%
2025,Brady Christensen,Sam Houston,SR,RF,0.254,0.401,0.544,0.945,49,212,169,38,43,11,4,10,36,2,40,68,5,2,32.1%,18.9%,1.7,0.29,0.359,0.422,40,7,121,36.0%,13.0%,52.0%,5.0%,19.2%
2025,Brady Counsell,Kansas,SR,LF,0.259,0.378,0.473,0.851,60,271,220,54,57,11,0,12,57,9,35,35,5,0,12.9%,12.9%,1.0,0.214,0.256,0.385,43,1,102,34.6%,16.2%,49.2%,13.5%,13.2%
2025,Brady Daniels,Delaware State,GR,CF,0.258,0.351,0.367,0.719,37,150,128,20,33,8,0,2,16,3,16,32,6,2,21.3%,10.7%,1.99,0.109,0.326,0.34,18,-5,79,43.6%,20.2%,36.2%,2.1%,5.9%
2025,Brady Gumpf,Notre Dame,GR,RF,0.236,0.31,0.386,0.696,42,146,127,25,30,4,0,5,21,3,12,35,1,0,24.0%,8.2%,2.93,0.15,0.278,0.318,15,-7,67,40.9%,18.3%,40.9%,9.7%,13.2%
2025,Brady McDevitt,West Georgia,JR,LF,0.255,0.32,0.354,0.674,46,182,161,16,41,7,0,3,30,5,11,35,9,1,19.2%,6.0%,3.2,0.099,0.306,0.316,19,-10,66,50.8%,15.0%,34.2%,12.5%,7.3%
2025,Brady Miller,Lipscomb,FR,2B,0.287,0.384,0.431,0.815,49,218,181,33,52,14,3,2,23,5,26,42,7,2,19.3%,11.9%,1.62,0.144,0.355,0.378,33,-1,98,41.8%,19.9%,38.3%,6.4%,3.7%
2025,Brady Nathison,Towson,SO,LF,0.207,0.303,0.333,0.637,47,157,135,19,28,1,2,4,19,2,17,20,11,0,12.7%,10.8%,1.18,0.126,0.214,0.3,14,-10,58,39.8%,20.4%,39.8%,5.3%,8.9%
2025,Brady O'Brien,Richmond,GR,3B,0.366,0.422,0.777,1.199,50,230,202,53,74,19,2,20,72,1,22,44,2,0,19.1%,9.6%,1.99,0.411,0.378,0.503,58,23,163,32.7%,19.8%,47.5%,4.9%,26.0%
2025,Brady Reynolds,Stanford,SO,RF,0.306,0.402,0.541,0.944,45,184,157,37,48,9,2,8,27,7,19,51,2,3,27.7%,10.3%,2.69,0.236,0.404,0.421,35,6,120,41.1%,27.1%,31.8%,5.6%,23.5%
2025,Brady Shannon,Youngstown State,SO,1B,0.236,0.344,0.461,0.804,47,192,165,30,39,3,2,10,22,2,25,69,11,4,35.9%,13.0%,2.76,0.224,0.337,0.363,27,-3,91,33.7%,17.9%,48.4%,13.7%,21.7%
2025,Brady Short,Central Connecticut,SR,SS,0.324,0.473,0.434,0.907,48,243,182,64,59,17,0,1,18,6,48,25,8,1,10.3%,19.8%,0.52,0.11,0.365,0.432,48,10,126,35.7%,22.1%,42.2%,9.1%,1.5%
2025,Braeden Terry,Washington,SR,DH,0.291,0.395,0.444,0.838,46,186,151,26,44,11,0,4,33,7,22,29,3,2,15.6%,11.8%,1.32,0.152,0.325,0.386,30,1,103,36.6%,18.7%,44.7%,5.7%,7.3%
2025,Brando Leroux,Florida Atlantic,SR,SS,0.319,0.4,0.456,0.856,54,217,182,30,58,10,0,5,32,8,18,47,10,5,21.7%,8.3%,2.61,0.137,0.402,0.395,36,2,107,33.3%,26.7%,40.0%,12.6%,9.3%
2025,Brandon Anderson,Purdue,SR,3B,0.291,0.452,0.481,0.933,53,250,189,60,55,9,0,9,46,27,30,25,5,1,10.0%,12.0%,0.83,0.19,0.293,0.434,50,11,127,52.4%,15.9%,31.7%,2.4%,17.3%
2025,Brandon Boyd,Delaware State,FR,DH,0.232,0.339,0.347,0.687,31,113,95,18,22,6,1,1,8,3,13,25,4,2,22.1%,11.5%,1.92,0.116,0.3,0.328,13,-5,73,47.8%,14.5%,37.7%,4.3%,3.8%
2025,Brandon Chang,Brown,SO,C,0.224,0.336,0.418,0.755,30,117,98,15,22,4,0,5,12,9,8,22,10,0,18.8%,6.8%,2.76,0.194,0.236,0.348,15,-3,83,28.9%,15.8%,55.3%,13.2%,11.9%
