Season,Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS,K%,BB%,K:BB,ISO,BABIP,wOBA,wRC,wRAA,wRC+,GB%,LD%,FB%,PU%,HR/FB%
2023,Daunte Stuart,Northwestern State,JR,2B,0.284,0.398,0.475,0.874,55,251,204,47,58,12,3,7,40.0,9,33,33,6,1,13.1%,13.1%,1.0,0.191,0.302,0.398,45,5,112,40.9%,17.6%,41.5%,4.5%,9.6%
2023,David Bermudez,Stetson,FR,LF,0.309,0.406,0.488,0.894,57,251,207,46,64,13,0,8,43.0,7,31,28,3,1,11.2%,12.4%,0.9,0.179,0.316,0.4,45,5,113,44.3%,19.7%,36.1%,3.8%,12.1%
2023,David Bryant,Virginia Tech,GR,SS,0.213,0.346,0.394,0.74,42,159,127,29,27,4,2,5,25.0,2,25,42,5,1,26.4%,15.7%,1.68,0.181,0.268,0.344,22,-4,86,39.0%,11.0%,50.0%,8.5%,12.2%
2023,David Glancy,St. John’s,JR,CF,0.284,0.411,0.597,1.008,45,215,176,46,50,14,1,13,37.0,6,32,54,6,2,25.1%,14.9%,1.68,0.313,0.339,0.444,46,12,135,24.0%,17.4%,58.7%,10.7%,18.3%
2023,David Herring,Wichita State,JR,SS,0.294,0.377,0.411,0.788,53,228,197,28,58,11,0,4,35.0,3,23,35,4,4,15.4%,10.1%,1.52,0.117,0.342,0.368,35,-1,97,45.1%,25.9%,29.0%,3.7%,8.5%
2023,David Melfi,Wagner,SR,C,0.344,0.425,0.594,1.019,56,248,212,53,73,16,2,11,60.0,7,25,40,12,2,16.1%,10.1%,1.59,0.25,0.378,0.452,55,15,139,35.8%,23.7%,40.5%,5.2%,15.7%
2023,David Mendham,Oklahoma State,SR,1B,0.312,0.37,0.555,0.925,61,273,247,52,77,18,0,14,64.0,5,19,29,1,0,10.6%,7.0%,1.51,0.243,0.306,0.41,51,8,118,50.0%,13.2%,36.8%,4.1%,17.3%
2023,David Novak,Miami (OH),SO,C,0.267,0.376,0.432,0.808,48,212,176,40,47,8,0,7,29.0,16,16,40,4,1,18.9%,7.5%,2.52,0.165,0.305,0.375,34,0,101,33.1%,20.6%,46.3%,11.0%,11.1%
2023,David Pereira,USC Upstate,JR,C,0.261,0.354,0.388,0.742,46,172,134,24,35,6,1,3,36.0,7,16,17,5,2,9.9%,9.3%,1.06,0.127,0.264,0.343,23,-4,85,42.0%,17.6%,40.3%,12.6%,6.3%
2023,David Smith,Connecticut,JR,CF,0.304,0.429,0.464,0.893,57,292,237,70,72,19,2,5,36.0,7,45,54,39,5,18.5%,15.4%,1.2,0.16,0.376,0.415,56,9,120,47.8%,16.3%,36.0%,5.6%,7.8%
2023,David Stirpe,Mount St. Mary’s,SR,3B,0.284,0.368,0.551,0.919,52,210,176,39,50,5,0,14,37.0,7,18,59,12,0,28.1%,8.6%,3.27,0.267,0.34,0.404,38,5,115,31.8%,16.8%,51.4%,11.2%,25.5%
2023,David Wiley,Wofford,SO,RF,0.308,0.408,0.509,0.918,45,202,159,48,49,8,6,4,45.0,6,25,33,9,4,16.3%,12.4%,1.31,0.201,0.352,0.413,38,6,119,32.8%,21.9%,45.3%,7.0%,6.9%
2023,Davione Hull,Mississippi Valley State,JR,RF,0.313,0.381,0.586,0.966,31,119,99,16,31,5,2,6,24.0,3,9,19,5,2,16.0%,7.6%,2.11,0.273,0.329,0.424,24,5,125,31.2%,16.9%,51.9%,7.8%,15.0%
2023,Davis Baker,Pennsylvania,FR,SS,0.316,0.396,0.497,0.894,49,224,193,42,61,17,3,4,33.0,5,22,48,7,3,21.4%,9.8%,2.18,0.181,0.399,0.407,41,6,117,48.9%,20.9%,30.2%,3.6%,9.5%
2023,Davis Cop,Utah,JR,C,0.3,0.376,0.498,0.873,53,238,207,35,62,11,0,10,51.0,14,13,41,1,5,17.2%,5.5%,3.13,0.198,0.327,0.394,42,4,110,41.6%,18.7%,39.8%,4.8%,15.2%
2023,Davis Diaz,Vanderbilt,SO,3B,0.263,0.376,0.415,0.791,62,291,236,56,62,7,1,9,57.0,8,39,45,2,1,15.5%,13.4%,1.16,0.153,0.28,0.364,44,-2,96,44.7%,16.8%,38.6%,12.7%,11.8%
2023,Davis Hanson,Yale,FR,1B,0.29,0.398,0.389,0.787,37,161,131,20,38,7,0,2,27.0,7,19,29,3,2,18.0%,11.8%,1.53,0.099,0.346,0.371,25,0,99,38.8%,22.3%,38.8%,10.7%,5.0%
2023,Davis Powell,Texas State,JR,SS,0.337,0.431,0.522,0.953,49,218,184,48,62,17,1,5,32.0,11,21,20,0,2,9.2%,9.6%,0.96,0.185,0.354,0.434,45,10,130,40.4%,17.5%,42.2%,4.2%,7.1%
2023,Davon Mims,Mississippi Valley State,JR,LF,0.25,0.306,0.286,0.591,32,128,112,15,28,2,1,0,14.0,4,5,30,25,4,23.4%,3.9%,6.0,0.036,0.341,0.284,11,-9,56,50.6%,23.5%,25.9%,11.1%,0.0%
2023,Dawson Baracani,UMBC,JR,SS,0.228,0.367,0.275,0.642,56,213,167,27,38,5,0,1,19.0,11,28,36,1,0,16.9%,13.1%,1.29,0.048,0.276,0.321,25,-9,75,35.1%,30.5%,34.4%,7.6%,2.2%
2023,Dawson Brigman,Santa Clara,SR,2B,0.321,0.419,0.475,0.894,55,265,221,50,71,10,3,6,34.0,5,33,49,12,6,18.5%,12.5%,1.48,0.154,0.389,0.412,50,8,119,37.1%,24.1%,38.8%,7.1%,9.1%
2023,Dawson Hokuf,Lindenwood,SO,C,0.274,0.348,0.423,0.771,50,200,175,26,48,9,1,5,26.0,8,13,30,0,2,15.0%,6.5%,2.31,0.149,0.303,0.355,29,-3,91,29.9%,22.4%,47.6%,6.1%,7.1%
2023,Dawson Parry,South Dakota State,SR,1B,0.322,0.386,0.528,0.914,52,228,199,34,64,11,0,10,40.0,6,18,43,0,0,18.9%,7.9%,2.39,0.206,0.358,0.404,42,5,115,39.8%,20.5%,39.8%,9.3%,15.6%
2023,Daylan Pena,Texas State,SO,1B,0.245,0.392,0.474,0.866,56,250,196,40,48,10,1,11,40.0,8,42,52,3,2,20.8%,16.8%,1.24,0.23,0.27,0.394,44,4,110,40.8%,15.0%,44.2%,5.4%,16.9%
2023,Dayne Leonard,West Virginia,SR,C,0.265,0.395,0.377,0.772,60,279,223,44,59,13,0,4,48.0,19,31,46,4,1,16.5%,11.1%,1.49,0.112,0.313,0.369,43,-1,98,46.1%,17.8%,36.1%,3.3%,6.2%
2023,Decker Scheffler,Ball State,JR,RF,0.378,0.453,0.597,1.05,57,233,196,46,74,13,3,8,48.0,8,23,23,5,1,9.9%,9.9%,1.0,0.219,0.388,0.467,54,17,146,42.1%,15.7%,42.1%,11.2%,10.7%
2023,Derek Bender,Coastal Carolina,SO,DH,0.341,0.399,0.635,1.034,62,283,252,61,86,13,2,19,83.0,11,16,42,2,1,14.8%,5.7%,2.6,0.294,0.344,0.452,62,17,139,40.2%,16.8%,43.0%,9.3%,20.7%
2023,Derek Berg,Army,JR,C,0.312,0.392,0.558,0.95,55,270,231,66,72,15,3,12,44.0,6,27,59,12,4,21.9%,10.0%,2.19,0.247,0.366,0.422,53,10,124,41.8%,16.9%,41.2%,7.9%,16.4%
2023,Derek Botaletto,Western Illinois,SR,SS,0.303,0.368,0.413,0.781,52,229,201,28,61,11,1,3,31.0,3,18,35,10,3,15.3%,7.9%,1.94,0.109,0.354,0.362,34,-2,95,53.2%,22.2%,24.7%,4.4%,7.7%
2023,Derek Smith,Bryant,SR,CF,0.317,0.397,0.559,0.956,49,232,202,37,64,15,2,10,44.0,9,19,34,6,5,14.7%,8.2%,1.79,0.243,0.338,0.425,46,9,126,43.2%,16.6%,40.2%,6.5%,14.7%
2023,Derek Wood,George Mason,JR,RF,0.271,0.346,0.312,0.659,63,263,221,39,60,7,1,0,31.0,4,24,40,29,4,15.2%,9.1%,1.67,0.041,0.323,0.315,30,-12,72,53.8%,15.6%,30.6%,3.5%,0.0%
2023,Derek Yalon,Stony Brook,SR,RF,0.292,0.376,0.441,0.817,46,187,161,33,47,10,4,2,30.0,5,18,48,10,4,25.7%,9.6%,2.68,0.149,0.398,0.377,30,1,102,41.6%,23.0%,35.4%,6.2%,5.0%
2023,Derian Morphew,Brown,SR,CF,0.314,0.401,0.497,0.898,38,185,159,33,50,19,2,2,26.0,2,21,31,8,2,16.8%,11.4%,1.47,0.182,0.381,0.412,35,6,119,42.4%,24.0%,33.6%,4.0%,4.8%
2023,Derrick Mayes,UMES,SR,CF,0.201,0.303,0.302,0.605,44,182,149,21,30,9,0,2,13.0,6,17,28,8,5,15.4%,9.3%,1.66,0.101,0.23,0.291,17,-12,59,47.5%,9.2%,43.3%,10.8%,3.8%
2023,Devan Bade,Binghamton,SO,3B,0.315,0.393,0.516,0.909,51,215,184,36,58,12,2,7,37.0,5,21,41,2,1,19.1%,9.8%,1.95,0.201,0.364,0.408,40,6,117,38.9%,20.1%,41.0%,3.5%,11.9%
2023,Devan Kruzinski,Albany,SR,SS,0.185,0.242,0.244,0.486,36,133,119,11,22,5,1,0,20.0,2,8,19,1,0,14.3%,6.0%,2.38,0.059,0.214,0.232,7,-15,31,43.0%,17.0%,40.0%,11.0%,0.0%
2023,Devan Ornelas,Loyola Marymount,SO,CF,0.23,0.31,0.349,0.659,45,174,152,27,35,4,1,4,20.0,0,18,48,3,1,27.6%,10.3%,2.68,0.118,0.307,0.307,19,-9,68,35.6%,27.7%,36.6%,4.0%,10.8%
2023,Devin Burkes,Kentucky,SO,C,0.291,0.423,0.502,0.925,61,283,223,54,65,18,1,9,53.0,15,38,53,9,3,18.7%,13.4%,1.4,0.211,0.341,0.422,56,11,124,29.6%,26.0%,44.4%,4.1%,12.0%
2023,Devin Dixon,New Mexico,JR,2B,0.274,0.346,0.445,0.791,46,182,164,38,45,10,0,6,27.0,2,16,29,2,1,15.9%,8.8%,1.81,0.171,0.302,0.361,27,-2,94,39.6%,18.7%,41.8%,4.5%,10.7%
2023,Devin Hack,Seton Hall,JR,CF,0.313,0.409,0.369,0.777,54,237,198,38,62,7,2,0,19.0,6,28,25,25,3,10.5%,11.8%,0.89,0.056,0.352,0.368,37,-1,97,48.0%,18.1%,33.9%,5.3%,0.0%
2023,Devin Hurdle,Omaha,JR,SS,0.373,0.425,0.547,0.971,42,180,161,25,60,9,2,5,29.0,2,14,26,4,2,14.4%,7.8%,1.85,0.174,0.417,0.437,38,9,132,52.2%,16.7%,31.2%,4.3%,11.6%
2023,Devin Kellogg,Hartford,GR,2B,0.286,0.352,0.429,0.781,35,144,126,19,36,9,0,3,19.0,3,11,23,4,1,16.0%,7.6%,2.11,0.143,0.324,0.358,21,-2,92,38.1%,18.6%,43.3%,4.1%,7.1%
2023,Devin Taylor,Indiana,FR,RF,0.315,0.43,0.65,1.08,55,244,200,61,63,13,3,16,59.0,6,36,46,1,1,18.9%,14.8%,1.28,0.335,0.336,0.469,57,18,147,42.6%,15.5%,41.9%,9.0%,24.6%
2023,Deylan Pigford,New Mexico,SR,LF,0.297,0.389,0.503,0.893,42,168,145,39,43,9,3,5,13.0,5,17,35,8,2,20.8%,10.1%,2.06,0.207,0.362,0.404,31,4,115,35.2%,16.7%,48.1%,3.7%,9.6%
2023,DiMaggio Cazares,Wagner,SR,LF,0.296,0.392,0.484,0.876,54,223,186,34,55,10,2,7,40.0,9,23,36,4,2,16.1%,10.3%,1.56,0.188,0.327,0.396,39,4,111,30.7%,24.0%,45.3%,12.0%,10.3%
2023,Diego Baqueiro,Loyola Marymount,JR,3B,0.282,0.326,0.407,0.733,51,227,209,26,59,14,0,4,35.0,0,15,39,1,1,17.2%,6.6%,2.61,0.124,0.325,0.331,29,-7,79,35.8%,23.7%,40.5%,7.5%,5.7%
2023,Diego Johnson,Texas A&M-Corpus Christi,JR,3B,0.307,0.405,0.377,0.782,54,243,199,37,61,10,2,0,29.0,2,33,26,9,2,10.7%,13.6%,0.79,0.07,0.347,0.372,38,0,99,51.1%,15.5%,33.3%,6.9%,0.0%
2023,Diego Lopez-Molina,Alcorn State,JR,2B,0.287,0.407,0.37,0.778,37,137,108,26,31,7,1,0,19.0,3,21,18,7,2,13.1%,15.3%,0.86,0.083,0.333,0.372,22,0,99,46.1%,22.5%,31.5%,5.6%,0.0%
2023,Dillon Baker,Miami (OH),SO,2B,0.288,0.372,0.447,0.82,50,202,170,40,49,10,1,5,36.0,3,21,36,4,0,17.8%,10.4%,1.71,0.159,0.336,0.374,32,0,100,38.9%,19.8%,41.2%,8.4%,9.3%
2023,Dillon Kark,Michigan State,JR,3B,0.275,0.351,0.45,0.801,50,202,171,33,47,6,3,6,29.0,9,12,39,1,2,19.3%,5.9%,3.27,0.175,0.32,0.365,31,-1,96,51.9%,17.3%,30.8%,3.0%,14.6%
2023,Dillon Lifrieri,UNC Wilmington,JR,LF,0.302,0.345,0.513,0.858,55,255,232,48,70,17,1,10,40.0,1,16,41,5,0,16.1%,6.3%,2.56,0.211,0.326,0.382,42,2,104,36.8%,17.6%,45.6%,12.4%,11.4%
2023,Dillon Oxyer,UMES,GR,SS,0.214,0.293,0.291,0.584,53,231,196,28,42,12,0,1,14.0,2,21,52,6,3,22.5%,9.1%,2.47,0.077,0.281,0.279,20,-17,54,40.0%,17.9%,42.1%,14.5%,1.6%
2023,Dionte Brown,Norfolk State,SR,CF,0.347,0.388,0.407,0.795,43,183,167,21,58,4,3,0,24.0,2,11,27,18,6,14.8%,6.0%,2.47,0.06,0.406,0.369,28,-1,98,44.4%,19.0%,36.6%,7.7%,0.0%
2023,Dixon Black,Wofford,JR,3B,0.315,0.416,0.478,0.894,59,285,232,55,73,13,2,7,46.0,12,31,41,15,6,14.4%,10.9%,1.32,0.164,0.351,0.408,53,8,117,44.4%,20.1%,35.4%,7.4%,10.4%
2023,Dom Souto,California,GR,3B,0.29,0.346,0.419,0.766,51,208,186,31,54,7,1,5,31.0,3,15,32,1,1,15.4%,7.2%,2.14,0.129,0.32,0.349,29,-4,88,38.7%,21.3%,40.0%,11.0%,8.1%
2023,Dominic Freeberger,Connecticut,GR,3B,0.346,0.429,0.484,0.913,61,298,246,60,85,13,0,7,61.0,8,34,38,6,3,12.8%,11.4%,1.12,0.138,0.373,0.414,57,9,120,46.3%,21.8%,31.9%,3.7%,10.1%
2023,Dominic Martinez,UC Riverside,JR,3B,0.241,0.283,0.345,0.628,50,187,174,19,42,7,1,3,22.0,0,11,47,2,3,25.1%,5.9%,4.25,0.103,0.31,0.287,17,-13,57,46.5%,22.5%,31.0%,3.9%,7.5%
2023,Dominic Pitelli,Miami,JR,SS,0.294,0.38,0.525,0.905,63,274,238,45,70,14,1,13,54.0,9,25,61,10,4,22.3%,9.1%,2.45,0.231,0.343,0.406,50,7,116,37.1%,24.0%,38.9%,5.7%,19.1%
2023,Dominic Tamez,Alabama,JR,C,0.289,0.376,0.445,0.821,49,205,173,26,50,10,1,5,35.0,2,25,31,0,1,15.1%,12.2%,1.24,0.156,0.317,0.373,32,0,100,53.1%,17.0%,30.6%,4.1%,11.1%
2023,Dominick McIntyre,North Alabama,JR,CF,0.232,0.363,0.374,0.737,46,195,155,31,36,8,1,4,25.0,9,24,51,7,1,26.2%,12.3%,2.13,0.142,0.314,0.35,27,-4,89,40.7%,17.6%,41.8%,11.0%,10.5%
2023,Donovan Cash,Kennesaw State,SO,1B,0.297,0.358,0.47,0.828,52,230,202,31,60,8,0,9,48.0,5,17,43,7,2,18.7%,7.4%,2.53,0.173,0.329,0.372,36,0,100,36.5%,18.2%,45.3%,8.8%,12.5%
2023,Donovan Montgomery,Siena,SR,LF,0.257,0.335,0.372,0.707,43,170,148,22,38,7,2,2,20.0,2,16,35,4,1,20.6%,9.4%,2.19,0.115,0.321,0.331,21,-6,79,47.7%,19.8%,32.4%,4.5%,5.6%
2023,Dosi Jonas,UNC Greensboro,JR,DH,0.306,0.369,0.617,0.986,51,206,183,27,56,15,0,14,46.0,3,17,45,2,0,21.8%,8.3%,2.63,0.311,0.331,0.427,41,9,127,36.4%,19.6%,44.1%,8.4%,22.2%
2023,Doyle Kane,UC San Diego,SO,1B,0.325,0.396,0.409,0.805,52,232,203,36,66,14,0,1,39.0,6,19,23,0,2,9.9%,8.2%,1.21,0.084,0.359,0.377,38,1,102,51.7%,18.9%,29.4%,4.4%,1.9%
2023,Drake Pierson,Campbell,SR,1B,0.272,0.438,0.565,1.003,51,240,184,51,50,12,0,14,49.0,19,36,54,3,2,22.5%,15.0%,1.5,0.293,0.308,0.448,52,14,137,33.1%,23.8%,43.1%,6.2%,25.0%
2023,Drake Westcott,Illinois,JR,1B,0.299,0.391,0.582,0.974,51,235,201,44,60,3,0,18,47.0,2,30,48,1,1,20.4%,12.8%,1.59,0.284,0.307,0.427,47,10,127,39.0%,20.1%,40.9%,3.2%,28.6%
2023,Drew Beazley,South Dakota State,SR,RF,0.269,0.372,0.52,0.892,51,207,175,36,47,16,2,8,39.0,8,22,54,8,1,26.1%,10.6%,2.46,0.251,0.339,0.4,37,4,113,31.1%,14.8%,54.1%,9.8%,12.1%
2023,Drew Bell,Tennessee-Martin,SO,,0.328,0.404,0.467,0.87,53,225,195,28,64,18,3,1,,4,22,40,1,1,17.8%,9.8%,1.82,0.138,0.404,0.401,41,5,114,50.0%,19.5%,30.5%,6.5%,2.1%
2023,Drew Bianco,Houston,GR,CF,0.234,0.38,0.448,0.828,50,180,145,38,34,11,1,6,28.0,16,18,50,9,2,27.8%,10.0%,2.78,0.214,0.315,0.385,30,2,106,37.0%,15.2%,47.8%,9.8%,13.6%
2023,Drew Bowser,Stanford,JR,2B,0.27,0.342,0.512,0.854,61,272,244,41,66,11,3,14,48.0,1,26,81,1,0,29.8%,9.6%,3.1,0.242,0.347,0.38,45,2,104,46.4%,15.7%,38.0%,4.2%,22.2%
2023,Drew Brutcher,South Florida,JR,RF,0.293,0.393,0.515,0.909,60,273,229,47,67,12,0,13,45.0,8,32,86,5,1,31.5%,11.7%,2.69,0.223,0.406,0.409,51,8,117,40.0%,22.8%,37.2%,1.4%,24.1%
2023,Drew Camp,Longwood,SR,1B,0.234,0.343,0.345,0.688,48,174,145,26,34,8,1,2,29.0,4,21,39,6,1,22.4%,12.1%,1.85,0.11,0.302,0.328,21,-6,78,49.5%,14.6%,35.9%,6.8%,5.4%
2023,Drew Cates,Arkansas-Pine Bluff,JR,2B,0.262,0.411,0.262,0.673,43,164,130,18,34,0,0,0,17.0,6,27,25,9,1,15.2%,16.5%,0.92,0.0,0.324,0.344,22,-4,86,52.0%,26.5%,21.6%,2.9%,0.0%
2023,Drew Cowley,Oregon,SR,SS,0.341,0.425,0.631,1.056,63,288,249,64,85,22,1,16,70.0,8,29,50,6,0,17.4%,10.1%,1.72,0.289,0.375,0.466,67,21,146,40.7%,18.6%,40.7%,5.5%,19.8%
2023,Drew Faurot,UCF,FR,SS,0.252,0.341,0.51,0.851,58,246,210,41,53,9,0,15,51.0,5,26,78,5,3,31.7%,10.6%,2.99,0.257,0.311,0.376,40,0,101,37.7%,18.8%,43.5%,5.8%,25.0%
2023,Drew Holderbach,Rice,GR,1B,0.266,0.347,0.407,0.754,56,245,214,32,57,10,1,6,30.0,3,24,47,2,0,19.2%,9.8%,1.96,0.14,0.315,0.349,34,-5,88,44.9%,18.6%,36.5%,7.2%,9.8%
2023,Drew Hudson,North Alabama,SR,2B,0.266,0.311,0.35,0.661,49,198,177,23,47,6,0,3,27.0,3,10,45,3,2,22.7%,5.1%,4.45,0.085,0.333,0.304,21,-11,66,50.9%,11.8%,37.3%,5.5%,7.3%
2023,Drew Mize,SIU Edwardsville,JR,2B,0.244,0.346,0.386,0.733,49,207,176,39,43,7,0,6,25.0,3,25,30,2,4,14.5%,12.1%,1.2,0.142,0.262,0.34,28,-5,84,53.2%,13.7%,33.1%,5.8%,13.0%
2023,Drew Reckart,Western Kentucky,GR,SS,0.306,0.43,0.459,0.889,50,231,183,40,56,17,1,3,30.0,9,33,36,3,0,15.6%,14.3%,1.09,0.153,0.361,0.41,43,7,118,45.6%,17.4%,36.9%,8.7%,5.5%
2023,Drew Stahl,Oral Roberts,JR,2B,0.276,0.393,0.483,0.876,63,283,232,42,64,15,0,11,57.0,7,39,56,5,0,19.8%,13.8%,1.43,0.207,0.317,0.399,51,6,113,41.1%,17.1%,41.7%,8.0%,15.1%
2023,Drew Sturgeon,Central Arkansas,JR,CF,0.296,0.399,0.489,0.888,47,225,186,42,55,11,2,7,33.0,13,21,35,12,2,15.6%,9.3%,1.68,0.194,0.327,0.405,41,6,116,47.7%,19.6%,32.7%,5.2%,14.0%
2023,Drew Williamson,Alabama,GR,1B,0.304,0.411,0.519,0.93,64,287,237,43,72,6,0,15,59.0,3,42,69,3,3,24.0%,14.6%,1.64,0.215,0.365,0.417,55,10,121,36.8%,19.9%,43.3%,5.3%,20.3%
2023,Dreylin Holmes,Mississippi Valley State,JR,3B,0.296,0.377,0.57,0.948,40,161,135,30,40,9,2,8,25.0,2,18,45,11,3,28.0%,11.2%,2.5,0.274,0.372,0.411,30,5,119,33.0%,18.7%,48.4%,7.7%,18.2%
2023,Druw Sackett,North Dakota State,SR,RF,0.298,0.402,0.558,0.96,53,257,215,51,64,15,1,13,53.0,14,25,53,9,3,20.6%,9.7%,2.12,0.26,0.338,0.429,52,11,127,32.9%,19.5%,47.6%,9.8%,16.7%
2023,Dub Gleed,UC Irvine,SO,SS,0.3,0.384,0.456,0.841,55,258,217,36,65,17,1,5,49.0,11,22,25,0,0,9.7%,8.5%,1.14,0.157,0.313,0.385,43,2,106,46.9%,18.4%,34.7%,4.6%,7.4%
2023,Duce Gourson,UCLA,SO,2B,0.314,0.434,0.51,0.944,53,249,204,48,64,10,0,10,48.0,8,36,51,8,2,20.5%,14.5%,1.41,0.196,0.375,0.43,51,11,128,47.7%,15.0%,37.3%,3.3%,17.5%
2023,Dustin Allen,San Diego,JR,CF,0.235,0.362,0.358,0.72,49,203,162,30,38,6,1,4,28.0,12,22,31,7,3,15.3%,10.8%,1.42,0.123,0.262,0.343,28,-5,85,56.6%,16.3%,27.1%,3.1%,11.4%
2023,Dustin Dickerson,Southern Miss,JR,SS,0.328,0.419,0.552,0.971,65,315,268,58,88,21,3,11,52.0,8,36,31,14,3,9.8%,11.4%,0.86,0.224,0.336,0.435,65,15,130,38.3%,19.6%,42.1%,5.8%,10.9%
2023,Dustin Garcia,California Baptist,SR,RF,0.259,0.39,0.649,1.039,56,251,205,52,53,13,5,19,53.0,7,38,69,10,4,27.5%,15.1%,1.82,0.39,0.288,0.449,55,15,137,28.4%,11.9%,59.7%,7.5%,23.8%
2023,Dusty Mercer,Murray State,SO,RF,0.329,0.406,0.534,0.94,59,283,249,63,82,12,3,11,41.0,2,31,51,10,0,18.0%,11.0%,1.64,0.205,0.378,0.424,56,11,125,45.4%,21.9%,32.7%,5.6%,17.2%
2023,Dylan Bacot,UNC Asheville,SR,RF,0.337,0.44,0.559,0.999,52,248,202,51,68,18,0,9,61.0,13,28,33,6,1,13.3%,11.3%,1.18,0.223,0.358,0.446,54,14,136,30.6%,22.0%,47.4%,6.4%,11.0%
2023,Dylan Brewer,South Carolina,SR,LF,0.24,0.394,0.415,0.809,55,218,171,48,41,6,0,8,27.0,6,38,61,11,0,28.0%,17.4%,1.61,0.175,0.32,0.379,36,1,103,44.8%,17.1%,38.1%,5.7%,20.0%
2023,Dylan Byerly,Bellarmine,SR,2B,0.325,0.381,0.416,0.797,44,185,166,23,54,6,0,3,16.0,2,13,26,10,2,14.1%,7.0%,2.01,0.09,0.372,0.37,29,0,99,47.1%,22.8%,30.1%,8.8%,7.3%
2023,Dylan Campbell,Texas,JR,RF,0.335,0.433,0.599,1.032,64,295,242,65,81,19,3,13,50.0,5,39,43,26,3,14.6%,13.2%,1.11,0.264,0.36,0.454,66,19,140,30.3%,17.4%,52.3%,11.3%,12.7%
2023,Dylan Carey,Nebraska,FR,3B,0.271,0.343,0.391,0.735,53,240,207,33,56,9,2,4,30.0,8,16,49,4,1,20.4%,6.7%,3.04,0.121,0.333,0.341,32,-6,84,41.9%,17.4%,40.6%,11.6%,6.3%
2023,Dylan Crews,LSU,JR,CF,0.426,0.567,0.713,1.28,71,344,258,99,110,16,2,18,70.0,14,71,46,6,0,13.4%,20.6%,0.65,0.287,0.472,0.559,104,50,191,49.1%,14.6%,36.3%,6.1%,23.4%
2023,Dylan Dennis,Loyola Marymount,SR,1B,0.261,0.336,0.332,0.668,52,218,184,23,48,7,0,2,31.0,8,16,30,0,1,13.8%,7.3%,1.89,0.071,0.291,0.316,25,-10,72,35.8%,19.5%,44.7%,8.8%,2.8%
2023,Dylan Goldstein,Florida Atlantic,JR,LF,0.297,0.413,0.538,0.952,59,284,236,50,70,14,2,13,61.0,13,34,51,2,1,18.0%,12.0%,1.5,0.242,0.331,0.43,58,13,128,42.1%,19.1%,38.8%,10.4%,18.3%
2023,Dylan Hoy,Marist,SR,SS,0.245,0.381,0.371,0.753,41,196,159,38,39,8,0,4,19.0,2,33,23,11,6,11.7%,16.8%,0.7,0.126,0.265,0.359,29,-2,93,55.6%,8.9%,35.5%,8.9%,9.1%
2023,Dylan Kurahashi-Choy Foo,Tarleton,SR,3B,0.271,0.344,0.359,0.702,47,195,170,25,46,6,0,3,35.0,8,13,26,5,3,13.3%,6.7%,1.99,0.088,0.297,0.329,24,-7,78,41.9%,19.6%,38.5%,7.4%,5.3%
2023,Dylan LaRue,Houston Christian,FR,C,0.286,0.333,0.469,0.802,45,189,175,23,50,13,2,5,34.0,2,11,35,2,1,18.5%,5.8%,3.19,0.183,0.331,0.36,28,-2,94,39.7%,23.4%,36.9%,9.2%,9.6%
2023,Dylan Nevar,Western Michigan,SO,RF,0.263,0.338,0.353,0.691,51,216,190,28,50,11,0,2,40.0,6,17,34,2,4,15.7%,7.9%,1.99,0.089,0.306,0.325,26,-8,76,37.5%,20.4%,42.1%,11.8%,3.1%
2023,Dylan O'Connell,St. Thomas,FR,3B,0.25,0.285,0.301,0.586,41,169,156,20,39,4,2,0,14.0,2,6,25,7,4,14.8%,3.6%,4.11,0.051,0.295,0.275,14,-13,52,55.7%,16.8%,27.5%,7.6%,0.0%
2023,Dylan Palmer,Hofstra,FR,CF,0.369,0.441,0.458,0.899,42,203,179,45,66,12,2,0,21.0,3,20,20,23,9,9.9%,9.9%,1.0,0.089,0.415,0.42,40,7,123,63.2%,16.1%,20.6%,3.2%,0.0%
2023,Dylan Stewart,Purdue Fort Wayne,GR,C,0.256,0.35,0.347,0.697,45,150,121,25,31,8,0,1,10.0,3,15,28,6,1,18.7%,10.0%,1.87,0.091,0.323,0.332,19,-5,80,56.5%,18.5%,25.0%,5.4%,4.3%
2023,Dylan Strickland,Georgia State,JR,2B,0.296,0.399,0.52,0.919,49,213,179,45,53,4,0,12,38.0,4,28,43,6,1,20.2%,13.1%,1.54,0.223,0.325,0.41,40,6,118,47.8%,13.8%,38.4%,8.0%,22.6%
2023,Dylan Vincent,Canisius,GR,1B,0.352,0.45,0.636,1.086,45,200,162,44,57,10,3,10,38.0,12,21,46,6,6,23.0%,10.5%,2.19,0.284,0.423,0.475,48,16,150,34.7%,20.7%,44.6%,4.1%,18.5%
2023,Dylan Wilkinson,Longwood,JR,CF,0.223,0.363,0.323,0.686,49,171,130,29,29,4,0,3,11.0,12,17,34,4,2,19.9%,9.9%,2.01,0.1,0.277,0.335,22,-5,81,30.3%,21.3%,48.3%,9.0%,7.0%
2023,Easton Carmichael,Oklahoma,FR,C,0.306,0.346,0.482,0.828,51,216,193,28,59,8,4,6,48.0,2,13,44,4,2,20.4%,6.0%,3.4,0.176,0.356,0.369,34,-1,98,41.9%,20.6%,37.4%,2.6%,10.3%
